qid,test_id,source_file,type,question_text,dominant_topic,dominant_topic_probability,topic_entropy_bits,topic_distribution
12,math_algebra2_practice_2023,math-algebra2-practice-2023.js,multiple-choice,The graph of g ( x ) = x + 1 x has —,7,0.7132993277823804,1.6692911814072038,0:0.0409|1:0.0409|2:0.0409|3:0.0409|4:0.0410|5:0.0410|6:0.0410|7:0.7133
13,math_algebra2_practice_2023,math-algebra2-practice-2023.js,multiple-choice,The graph of a function is shown on the grid. What appears to be the domain of this function?,7,0.7754487273646066,1.3987851851052926,0:0.0320|1:0.0320|2:0.0322|3:0.0320|4:0.0322|5:0.0320|6:0.0320|7:0.7754
14,math_algebra2_practice_2023,math-algebra2-practice-2023.js,multiple-choice,Throughout which interval is f ( x ) = - x 3 + 2 x 2 + 4 x - 2 increasing?,0,0.125,3.0,0:0.1250|1:0.1250|2:0.1250|3:0.1250|4:0.1250|5:0.1250|6:0.1250|7:0.1250
15,math_algebra2_practice_2023,math-algebra2-practice-2023.js,multiple-choice,Which of the following describes the end behavior of h ( x ) = x - 6 x 2 as x approaches negative infinity?,6,0.7218824555081157,1.6336345896784503,0:0.0394|1:0.0394|2:0.0395|3:0.0399|4:0.0403|5:0.0395|6:0.7219|7:0.0401
16,math_algebra2_practice_2023,math-algebra2-practice-2023.js,multiple-choice,Which of the following describes the end behavior of f ( x ) = 9 log ( 2x 5 ) + 5 as x approaches 0?,6,0.6849359223599245,1.7831599475109183,0:0.0440|1:0.0440|2:0.0440|3:0.0445|4:0.0462|5:0.0441|6:0.6849|7:0.0484
17,math_algebra2_practice_2023,math-algebra2-practice-2023.js,multiple-choice,Given: f(x) = x − 1 g(x) = −2x + 4 Which graph best represents f(g(x))?,7,0.6201718368926665,1.7553542024202597,0:0.0271|1:0.0271|2:0.0278|3:0.0271|4:0.2162|5:0.0272|6:0.0272|7:0.6202
18,math_algebra2_practice_2023,math-algebra2-practice-2023.js,multiple-choice,"The test scores of all students on the State 10th Grade English Assessment were collected and displayed in the histogram shown. The data appear normally distributed with a mean test score of 550 and a standard deviation of 82. The principal of a high school in the state wants to compare the data from her school's students with the data in the histogram on the same test. To collect the most appropriate data, the principal should —",7,0.7708606084412576,1.4197834451833762,0:0.0327|1:0.0327|2:0.0327|3:0.0327|4:0.0328|5:0.0327|6:0.0327|7:0.7709
19,math_algebra2_practice_2023,math-algebra2-practice-2023.js,multiple-choice,The test scores of all students on the State 10th Grade English Assessment were collected and displayed in the histogram shown. The data appear normally distributed with a mean test score of 550 and a standard deviation of 82. The data set containing the test scores on the State 10th Grade English Assessment for Mr. Carter's English classes has a median test score lower than the median for all students. Which graph best represents the data for Mr. Carter's English classes?,7,0.8247024598032839,1.1618033140125723,0:0.0250|1:0.0250|2:0.0250|3:0.0250|4:0.0251|5:0.0250|6:0.0250|7:0.8247
20,math_algebra2_practice_2023,math-algebra2-practice-2023.js,multiple-choice,A normally distributed set of 968 values has a mean of 108 and a standard deviation of 11. Which is closest to the number of values expected to be above 130?,7,0.7398660614171362,1.5566559054750404,0:0.0361|1:0.0361|2:0.0423|3:0.0362|4:0.0363|5:0.0368|6:0.0363|7:0.7399
21,math_algebra2_practice_2023,math-algebra2-practice-2023.js,multiple-choice,This table shows data on the amount of money raised during a fundraiser for four different classes and for one student in each class. The data is normally distributed. Which of the four students raised the greatest amount of money?,7,0.744494277555491,1.5371720177716373,0:0.0364|1:0.0364|2:0.0364|3:0.0364|4:0.0365|5:0.0372|6:0.0364|7:0.7445
22,math_algebra2_practice_2023,math-algebra2-practice-2023.js,multiple-choice,"The amount of lost revenue from tickets not sold for a concert is shown in the table. Which equation best models the relationship between y, the amount of lost revenue, and x, the price per ticket?",7,0.5194269897810615,2.0305630098309027,0:0.0358|1:0.0358|2:0.0358|3:0.0358|4:0.2659|5:0.0358|6:0.0358|7:0.5194
1,math_geometry_2014,math-geometry-2014.js,multiple-choice,"Let p represent ""Two angles are vertical angles."" Let q represent ""The angles are congruent."" What is the symbolic representation of the following statement? If two angles are congruent, then the angles are vertical angles.",4,0.5318774654889548,2.1655936893424057,0:0.0457|1:0.0457|2:0.0457|3:0.0461|4:0.5319|5:0.0460|6:0.1932|7:0.0459
2,math_geometry_2014,math-geometry-2014.js,multiple-choice,Beth is drawing the perpendicular bisector of S T ¯ . Which point is on the perpendicular bisector of S T ¯ ?,4,0.6447087340591242,1.9361328039563372,0:0.0507|1:0.0507|2:0.0507|3:0.0507|4:0.6447|5:0.0508|6:0.0507|7:0.0510
3,math_geometry_2014,math-geometry-2014.js,multiple-choice,"In this figure, parallel lines a and b are intersected by line c. Which pair of angles is NOT supplementary?",4,0.7116639238449904,1.675963394569516,0:0.0408|1:0.0408|2:0.0429|3:0.0408|4:0.7117|5:0.0410|6:0.0410|7:0.0411
4,math_geometry_2014,math-geometry-2014.js,multiple-choice,What type of construction is illustrated in the figure?,4,0.6167561945071154,2.0362010497409515,0:0.0547|1:0.0547|2:0.0549|3:0.0547|4:0.6168|5:0.0547|6:0.0547|7:0.0549
5,math_geometry_2014,math-geometry-2014.js,multiple-choice,"Which value for x is a counterexample to the following statement? For all positive values of x, x 3 ≥ x.",6,0.7273018121116357,1.5760782500893251,0:0.0313|1:0.0313|2:0.0316|3:0.0314|4:0.0317|5:0.0315|6:0.7273|7:0.0840
6,math_geometry_2014,math-geometry-2014.js,multiple-choice,An angle congruent to angle A is being constructed. Which ray could be drawn to construct an angle congruent to ∠A?,4,0.6028365670836676,2.0842443879097035,0:0.0566|1:0.0566|2:0.0567|3:0.0567|4:0.6028|5:0.0570|6:0.0568|7:0.0568
7,math_geometry_2014,math-geometry-2014.js,multiple-choice,Which diagram shows a pair of angle measures that prove lines a and b are parallel?,4,0.6210455427200757,2.0211250125972904,0:0.0536|1:0.0536|2:0.0553|3:0.0537|4:0.6210|5:0.0540|6:0.0540|7:0.0548
8,math_geometry_2014,math-geometry-2014.js,multiple-choice,"Which is a valid conclusion that can be drawn from these statements? If a quadrilateral is a rhombus, then it is a parallelogram. If a quadrilateral is a parallelogram, then its opposite angles are congruent.",4,0.5160471771325567,2.3578736571655483,0:0.0688|1:0.0688|2:0.0699|3:0.0688|4:0.5160|5:0.0694|6:0.0693|7:0.0690
9,math_geometry_2014,math-geometry-2014.js,multiple-choice,"This figure shows parallel stair railings through points M, N, P, and Q. What is the value of x?",4,0.35987427572593983,2.331030859833567,0:0.0356|1:0.0356|2:0.1584|3:0.0356|4:0.3599|5:0.0357|6:0.0357|7:0.3035
10,math_geometry_2014,math-geometry-2014.js,multiple-choice,"Given: S(-1, 8) and T(7, -9) What is the length of S T ¯ ?",4,0.743586294863115,1.5411146417919057,0:0.0364|1:0.0364|2:0.0373|3:0.0364|4:0.7436|5:0.0369|6:0.0365|7:0.0365
6,math_geometry_2014,math-geometry-2014.js,multiple-choice,The perimeter of △JKL is 200 centimeters. • JK = 68 centimeters • KL = 62 centimeters Which statement is true about the interior angles of △JKL?,4,0.370960868117042,2.346786345764352,0:0.0494|1:0.0494|2:0.0495|3:0.0495|4:0.3710|5:0.0495|6:0.3320|7:0.0497
12,math_geometry_2014,math-geometry-2014.js,multiple-choice,Which best describes the construction in the diagram shown?,4,0.46305887682217817,1.998745141295219,0:0.0320|1:0.0320|2:0.0320|3:0.0320|4:0.4631|5:0.0323|6:0.0322|7:0.3446
13,math_geometry_2014,math-geometry-2014.js,multiple-choice,"Which is the inverse of the following statement? If the measure of an angle is 90°, then it is a right angle.",4,0.4358989324662483,2.166839471723776,0:0.0401|1:0.0401|2:0.0401|3:0.0402|4:0.4359|5:0.0402|6:0.3230|7:0.0403
14,math_geometry_2014,math-geometry-2014.js,multiple-choice,"If TUVW is reflected across the line y = x, what are the coordinates of V′?",7,0.666479192843865,1.8547941199902538,0:0.0476|1:0.0476|2:0.0476|3:0.0477|4:0.0478|5:0.0476|6:0.0476|7:0.6665
15,math_geometry_2014,math-geometry-2014.js,free-response,Lines r and s are cut by a transversal. What value of x proves that r ∥ s?,2,0.35796854242795645,2.579902506632477,0:0.0656|1:0.0656|2:0.3580|3:0.0656|4:0.2467|5:0.0662|6:0.0662|7:0.0661
16,math_geometry_2014,math-geometry-2014.js,multiple-choice,"Given: P(5, 7) and T(-3, 3) What is the slope of P T → ?",4,0.6791423071503322,1.8059889483196108,0:0.0453|1:0.0453|2:0.0478|3:0.0453|4:0.6791|5:0.0463|6:0.0454|7:0.0455
17,math_geometry_2014,math-geometry-2014.js,multiple-choice,For which polygon are both x = -1 and y = -2 lines of symmetry?,4,0.4410407311792821,2.5590874677448663,0:0.0793|1:0.0793|2:0.0821|3:0.0793|4:0.4410|5:0.0797|6:0.0797|7:0.0796
18,math_geometry_2014,math-geometry-2014.js,multiple-choice,"The figure represents a ramp with handrails. Segments AB and DE are parallel to GH. Segments BC and EF are parallel to HJ. Segments AG and BH are parallel to CJ. If m∠JCB = 115°, what is m∠CBA?",4,0.6163426148577136,2.037485034691823,0:0.0540|1:0.0540|2:0.0580|3:0.0541|4:0.6163|5:0.0543|6:0.0543|7:0.0549
19,math_geometry_2014,math-geometry-2014.js,multiple-choice,"Reuben attached a wire between two poles on a hill as shown. Which is closest to x, the distance between the two poles?",4,0.755079067785254,1.4907079920802737,0:0.0349|1:0.0349|2:0.0349|3:0.0350|4:0.7551|5:0.0350|6:0.0350|7:0.0351
20,math_geometry_2014,math-geometry-2014.js,multiple-choice,"Triangles ABE, ADE, and CBE are shown on the coordinate grid, and all the vertices have coordinates that are integers. Which statement is true?",4,0.4429749061298427,2.1489529147217357,0:0.0393|1:0.0393|2:0.0393|3:0.0393|4:0.4430|5:0.0393|6:0.3208|7:0.0396
21,math_geometry_2014,math-geometry-2014.js,drag-drop,"The lengths of two sides of a triangle are 24 inches and 43 inches. What is the range of possible lengths, in inches, for the third side, x, of this triangle? ___ < x < ___",4,0.7165128723412821,1.656007545631955,0:0.0405|1:0.0405|2:0.0405|3:0.0405|4:0.7165|5:0.0406|6:0.0405|7:0.0406
22,math_geometry_2014,math-geometry-2014.js,multiple-choice,Which of the following sets of lengths can represent the measures of the sides of a right triangle?,4,0.763538126622467,1.4529059032837723,0:0.0335|1:0.0335|2:0.0335|3:0.0336|4:0.7635|5:0.0349|6:0.0339|7:0.0336
23,math_geometry_2014,math-geometry-2014.js,multiple-choice,"Given the measures shown in the diagram, which two triangles are congruent?",4,0.7464866117917948,1.5284990938072198,0:0.0361|1:0.0361|2:0.0361|3:0.0362|4:0.7465|5:0.0365|6:0.0363|7:0.0362
24,math_geometry_2014,math-geometry-2014.js,multiple-choice,"Part of a marching band formed a triangle made with trumpet players on one side, clarinet players on one side, and flute players on the third side. • The angle formed by the trumpet and flute players measured 45°. • The angle formed by the flute and clarinet players measured 68°. Which orders the sides of this triangle from least to greatest using the instrument names?",4,0.7078979391755739,1.6914260672967738,0:0.0415|1:0.0415|2:0.0415|3:0.0415|4:0.7079|5:0.0429|6:0.0415|7:0.0417
25,math_geometry_2014,math-geometry-2014.js,multiple-choice,"An equilateral triangle is folded in half. What is x, the height of the equilateral triangle?",4,0.7845453177254657,1.3566383268826867,0:0.0308|1:0.0308|2:0.0308|3:0.0308|4:0.7845|5:0.0308|6:0.0308|7:0.0308
26,math_geometry_2014,math-geometry-2014.js,multiple-choice,Look at this triangle. Which triangle is similar to the given triangle?,4,0.7960958009355297,1.302099458825781,0:0.0291|1:0.0291|2:0.0291|3:0.0291|4:0.7961|5:0.0292|6:0.0291|7:0.0291
27,math_geometry_2014,math-geometry-2014.js,drag-drop,Given: Figure ABCD with diagonal AC AB ≅ DC; BC ≅ AD Complete the proof of △ABC ≅ △CDA by selecting reasons for the two statements.,4,0.6952043915902574,1.7427341144886088,0:0.0433|1:0.0433|2:0.0442|3:0.0434|4:0.6952|5:0.0436|6:0.0435|7:0.0434
28,math_geometry_2014,math-geometry-2014.js,multiple-choice,A spectator is viewing the six cars of a roller coaster as it travels down a hill at an amusement park. Which is closest to the total length of the six cars?,4,0.7566328417369469,1.4838108841222388,0:0.0347|1:0.0347|2:0.0347|3:0.0347|4:0.7566|5:0.0348|6:0.0347|7:0.0350
29,math_geometry_2014,math-geometry-2014.js,multiple-choice,Three triangles that do not overlap are shown on the coordinate grid. The coordinates of all vertices are integers. Which statement is true?,4,0.469424192683405,2.1278053280001448,0:0.0390|1:0.0390|2:0.0390|3:0.0390|4:0.4694|5:0.0390|6:0.2964|7:0.0392
30,math_geometry_2014,math-geometry-2014.js,multiple-choice,"Using the information given, which congruence postulate or theorem can be used to prove that △PQR ≅ △TSR?",4,0.6792735574047102,1.805547371662057,0:0.0455|1:0.0455|2:0.0458|3:0.0456|4:0.6793|5:0.0467|6:0.0457|7:0.0459
31,math_geometry_2014,math-geometry-2014.js,multiple-choice,Which could be the lengths of three sides of a triangle?,4,0.7171745954384816,1.653262576992629,0:0.0403|1:0.0403|2:0.0404|3:0.0404|4:0.7172|5:0.0406|6:0.0404|7:0.0404
32,math_geometry_2014,math-geometry-2014.js,multiple-choice,Given: Q lies on P R ¯ and S lies on R T ¯ Which condition proves △PRT ~ △QRS?,4,0.6094903658188662,2.0611155657911038,0:0.0548|1:0.0548|2:0.0603|3:0.0549|4:0.6095|5:0.0557|6:0.0550|7:0.0549
33,math_geometry_2014,math-geometry-2014.js,free-response,Given: Parallelogram QRST where QR = 6x - 5 and RS = 4x + 13 What value of x proves this parallelogram is a rhombus?,4,0.4999273974731702,2.2205518064081353,0:0.0467|1:0.0467|2:0.2192|3:0.0468|4:0.4999|5:0.0469|6:0.0468|7:0.0469
34,math_geometry_2014,math-geometry-2014.js,multiple-choice,The floor plan for a modern home is modeled by the composite of the regular nonagon and triangle shown. What is the measure of ∠JKL?,4,0.8024774475057588,1.2714612595379384,0:0.0282|1:0.0282|2:0.0282|3:0.0282|4:0.8025|5:0.0282|6:0.0283|7:0.0282
35,math_geometry_2014,math-geometry-2014.js,multiple-choice,"Given: Circle P with center at (-4, 1) Which equation could represent circle P?",4,0.8193130018898503,1.1888285024359455,0:0.0257|1:0.0257|2:0.0257|3:0.0258|4:0.8193|5:0.0258|6:0.0260|7:0.0258
36,math_geometry_2014,math-geometry-2014.js,multiple-choice,This container is composed of a right circular cylinder and a right circular cone. Which is closest to the surface area of the container?,4,0.6267115862063618,2.0010465339410772,0:0.0529|1:0.0529|2:0.0554|3:0.0529|4:0.6267|5:0.0530|6:0.0531|7:0.0530
37,math_geometry_2014,math-geometry-2014.js,multiple-choice,Given: Circle J What is the value of y?,4,0.6853865840007937,1.627077237650201,0:0.0267|1:0.0267|2:0.1544|3:0.0267|4:0.6854|5:0.0268|6:0.0267|7:0.0267
38,math_geometry_2014,math-geometry-2014.js,multiple-choice,A cell phone box in the shape of a rectangular prism is shown. The height of the box is 4 cm. The height of the original box will be increased by 3.5 centimeters. Which is closest to the total surface area of the new box?,4,0.7770148722811253,1.3915791048847348,0:0.0318|1:0.0318|2:0.0318|3:0.0318|4:0.7770|5:0.0319|6:0.0318|7:0.0319
39,math_geometry_2014,math-geometry-2014.js,multiple-choice,Parallelogram ABCD is a rhombus with m∠EBC = 36°. What is the m∠DAE?,4,0.25985779869294895,2.9041761434859237,0:0.1045|1:0.1045|2:0.1107|3:0.1048|4:0.2599|5:0.1052|6:0.1051|7:0.1054
40,math_geometry_2014,math-geometry-2014.js,multiple-choice,"Circle O has a center at (-2, -2) and a diameter of 10 units. Which point lies on circle O?",4,0.756928066254882,1.4825006732236392,0:0.0347|1:0.0347|2:0.0347|3:0.0347|4:0.7569|5:0.0348|6:0.0347|7:0.0348
41,math_geometry_2014,math-geometry-2014.js,multiple-choice,An architect used this diagram to design a curved balcony. She drew a circle with a radius of 40 feet and a central angle of 70° to determine the length of railing needed for the balcony. Which is closest to the length of railing needed for the curved section of the balcony?,4,0.7588102180092265,1.4741184385976949,0:0.0344|1:0.0344|2:0.0344|3:0.0344|4:0.7588|5:0.0345|6:0.0345|7:0.0345
42,math_geometry_2014,math-geometry-2014.js,multiple-choice,A polygon is shown. What is the measure of ∠U?,4,0.7330776374564059,1.5863587510560988,0:0.0381|1:0.0381|2:0.0381|3:0.0381|4:0.7331|5:0.0381|6:0.0383|7:0.0381
43,math_geometry_2014,math-geometry-2014.js,multiple-choice,The volume of a cube is 64 cubic centimeters. What is the surface area of the cube?,4,0.5836296377450974,2.148623180073649,0:0.0594|1:0.0594|2:0.0594|3:0.0594|4:0.5836|5:0.0595|6:0.0595|7:0.0597
44,math_geometry_2014,math-geometry-2014.js,multiple-choice,"The diagonals of rectangle KLMN intersect at the point (2, 1). One of the vertices of rectangle KLMN is located at (-4, 5). Which of the following could be the location of another vertex of this rectangle?",4,0.6938917132132983,1.7477895676858028,0:0.0427|1:0.0427|2:0.0465|3:0.0428|4:0.6939|5:0.0448|6:0.0436|7:0.0430
45,math_geometry_2014,math-geometry-2014.js,multiple-choice,Given: Circle P Which is closest to the area of the shaded sector of circle P?,4,0.8203497613310777,1.1836531301122326,0:0.0256|1:0.0256|2:0.0256|3:0.0257|4:0.8203|5:0.0257|6:0.0257|7:0.0257
46,math_geometry_2014,math-geometry-2014.js,multiple-choice,The ratio of the lengths of the radii of two spheres is 3:5. What is the ratio of the volumes of these two spheres?,4,0.5197551449541785,2.3470856621669274,0:0.0683|1:0.0683|2:0.0683|3:0.0690|4:0.5198|5:0.0688|6:0.0688|7:0.0689
47,math_geometry_2014,math-geometry-2014.js,multiple-choice,This figure is composed of an isosceles trapezoid and a regular octagon. What is the value of x?,4,0.562580370027383,2.0664546805625017,0:0.0417|1:0.0417|2:0.1871|3:0.0417|4:0.5626|5:0.0418|6:0.0417|7:0.0418
48,math_geometry_2014,math-geometry-2014.js,point-select,Plot the center of the circle defined by the equation ( x + 4 ) 2 + ( y - 5 ) 2 = 3 2 .,4,0.7637987187438559,1.4517608156582384,0:0.0336|1:0.0336|2:0.0336|3:0.0336|4:0.7638|5:0.0337|6:0.0342|7:0.0338
49,math_geometry_2014,math-geometry-2014.js,multiple-choice,A rectangular pyramid is shown. What is the volume of the pyramid?,4,0.75567443047974,1.4880681291233646,0:0.0349|1:0.0349|2:0.0349|3:0.0349|4:0.7557|5:0.0349|6:0.0350|7:0.0349
50,math_geometry_2014,math-geometry-2014.js,multiple-choice,A company is creating a new cylindrical container to replace its original cylindrical container. • The new container will have 4 times the volume of the original container. • The height of the new container will remain the same as the height of the original container. The length of the radius of the new container will be—,4,0.5585289837531631,2.2294578767828686,0:0.0630|1:0.0630|2:0.0630|3:0.0630|4:0.5585|5:0.0631|6:0.0631|7:0.0633
1,math_geometry_2015,math-geometry-2015.js,multiple-choice,"Which Venn diagram accurately represents the information in the following statement? If a triangle is equilateral, then it is isosceles.",4,0.5381657231790122,1.896878465735705,0:0.0294|1:0.0294|2:0.0295|3:0.0295|4:0.5382|5:0.0295|6:0.2848|7:0.0297
2,math_geometry_2015,math-geometry-2015.js,multiple-choice,The graph of line j is shown. Which ratio represents the slope of a line parallel to line j?,7,0.7875356844319721,1.3426292548889087,0:0.0303|1:0.0303|2:0.0303|3:0.0303|4:0.0305|5:0.0303|6:0.0303|7:0.7875
3,math_geometry_2015,math-geometry-2015.js,drag-drop,Let p represent Brent works this summer. Let q represent Brent takes a vacation. Symbolically represent the following argument:,3,0.38030072556939704,2.4503614665768376,0:0.0442|1:0.0442|2:0.0442|3:0.3803|4:0.0451|5:0.0455|6:0.2284|7:0.1682
4,math_geometry_2015,math-geometry-2015.js,multiple-choice,Which type of construction is illustrated in the figure?,4,0.6167561945071154,2.0362010497409515,0:0.0547|1:0.0547|2:0.0549|3:0.0547|4:0.6168|5:0.0547|6:0.0547|7:0.0549
5,math_geometry_2015,math-geometry-2015.js,multiple-choice,"The diagrams represent the stripes used to mark parking spaces on a lot. Based only on the information given, which diagram could be used to prove AB ― || CD ― and AC ― || BD ― ?",4,0.7454183271061233,1.533158900401359,0:0.0362|1:0.0362|2:0.0363|3:0.0364|4:0.7454|5:0.0365|6:0.0364|7:0.0365
6,math_geometry_2015,math-geometry-2015.js,multiple-choice,"Given statements: If a shape is a parallelogram, then opposite angles are congruent. A rhombus is a parallelogram. Which is a logical conclusion from the given statements?",4,0.6449304664797888,1.9352690533721495,0:0.0502|1:0.0502|2:0.0522|3:0.0502|4:0.6449|5:0.0513|6:0.0505|7:0.0503
7,math_geometry_2015,math-geometry-2015.js,multiple-choice,Which figure appears to have exactly two lines of symmetry?,4,0.701110448939061,1.7189986003630569,0:0.0424|1:0.0424|2:0.0437|3:0.0425|4:0.7011|5:0.0426|6:0.0427|7:0.0426
8,math_geometry_2015,math-geometry-2015.js,multiple-choice,"Which is the converse of the following statement? If a b = c, then a = bc.",6,0.7853814036596299,1.3527204708791394,0:0.0304|1:0.0304|2:0.0305|3:0.0309|4:0.0310|5:0.0305|6:0.7854|7:0.0309
9,math_geometry_2015,math-geometry-2015.js,multiple-choice,Which graph best represents a line perpendicular to line k?,7,0.806159618262167,1.2536151853751658,0:0.0277|1:0.0277|2:0.0277|3:0.0277|4:0.0277|5:0.0277|6:0.0277|7:0.8062
10,math_geometry_2015,math-geometry-2015.js,multiple-choice,Which statement describes the construction being illustrated on the rectangle shown?,4,0.5626592892081379,1.9330465146604472,0:0.0328|1:0.0328|2:0.0329|3:0.0329|4:0.5627|5:0.0329|6:0.2400|7:0.0330
11,math_geometry_2015,math-geometry-2015.js,multiple-choice,Four lines and four congruent angles are identified in the diagram. Which statement must be true?,4,0.3643999009956477,2.284260231348232,0:0.0457|1:0.0457|2:0.0457|3:0.0458|4:0.3644|5:0.0458|6:0.3606|7:0.0462
12,math_geometry_2015,math-geometry-2015.js,free-response,The figure shows JN ― and KM ― intersecting at point L. What value of x proves JK ― || MN ― ?,4,0.6338934182316879,1.847430382399954,0:0.0346|1:0.0346|2:0.1577|3:0.0346|4:0.6339|5:0.0347|6:0.0347|7:0.0351
13,math_geometry_2015,math-geometry-2015.js,multiple-choice,Given: MP ― Which segment is congruent to MP ― ?,4,0.6424025991716562,1.9445396523526768,0:0.0507|1:0.0507|2:0.0523|3:0.0507|4:0.6424|5:0.0517|6:0.0508|7:0.0508
14,math_geometry_2015,math-geometry-2015.js,multiple-choice,Triangle ABC is reflected across the x-axis and then reflected across the y-axis to create △A′B′C′. What are the coordinates of A′?,4,0.67340399766205,1.8282814471843278,0:0.0466|1:0.0466|2:0.0466|3:0.0466|4:0.6734|5:0.0467|6:0.0467|7:0.0467
15,math_geometry_2015,math-geometry-2015.js,multiple-choice,A diagonal walkway cuts through a park bordered by two parallel streets. The parks department plans to add an additional walkway as indicated by the dashed line segment in the figure. What is the value of x?,4,0.4050732561857447,2.3255115298364024,0:0.0380|1:0.0380|2:0.1349|3:0.0381|4:0.4051|5:0.0381|6:0.0381|7:0.2696
16,math_geometry_2015,math-geometry-2015.js,multiple-choice,The coordinate values of the vertices of △KLM are integers. Which set of coordinate pairs could represent the vertices of a triangle congruent to △KLM?,4,0.43263809121866437,2.171318640869232,0:0.0399|1:0.0399|2:0.0420|3:0.0401|4:0.4326|5:0.0401|6:0.0403|7:0.3252
17,math_geometry_2015,math-geometry-2015.js,multiple-select,Given: △ABC and △QRS Select two relationships that would prove △ABC ~ △QRS by the Side-Angle-Side (SAS) Similarity Theorem.,4,0.5968556091344164,2.104520917855722,0:0.0573|1:0.0573|2:0.0577|3:0.0574|4:0.5969|5:0.0583|6:0.0575|7:0.0576
18,math_geometry_2015,math-geometry-2015.js,multiple-choice,The diagonals of a square measure 14 cm. Which is the length of a side of the square?,4,0.6604412757464406,1.8776567893008338,0:0.0484|1:0.0484|2:0.0485|3:0.0485|4:0.6604|5:0.0486|6:0.0485|7:0.0487
19,math_geometry_2015,math-geometry-2015.js,multiple-choice,What values for x and y make △MNO ≅ △PRT?,7,0.4917461568738725,2.4252530351427883,0:0.0699|1:0.0699|2:0.0832|3:0.0701|4:0.0701|5:0.0741|6:0.0708|7:0.4917
20,math_geometry_2015,math-geometry-2015.js,multiple-choice,"Based on the given information, which figure contains a pair of similar triangles?",4,0.7034446395589514,1.7095716481486831,0:0.0422|1:0.0422|2:0.0425|3:0.0422|4:0.7034|5:0.0427|6:0.0424|7:0.0425
21,math_geometry_2015,math-geometry-2015.js,multiple-choice,A right triangle is shown. Which angle measure is closest to the value of x?,4,0.7538362286998099,1.4334986253856337,0:0.0252|1:0.0252|2:0.0946|3:0.0252|4:0.7538|5:0.0253|6:0.0253|7:0.0253
22,math_geometry_2015,math-geometry-2015.js,multiple-choice,"Pine Street, Rector Street, and Taylor Street intersect to form a triangular-shaped park as shown. What is the correct order of the lengths of the streets from longest to shortest?",4,0.64500121903374,1.931045953639646,0:0.0479|1:0.0479|2:0.0480|3:0.0479|4:0.6450|5:0.0669|6:0.0482|7:0.0481
23,math_geometry_2015,math-geometry-2015.js,multiple-choice,"The diagram shows the locations of Noah and Ben after swimming in different directions from a dock. Let d be the distance from Noah to Ben, in yards. Which represents all the possible values, in yards, of d?",7,0.6416085859912769,1.947293118860185,0:0.0504|1:0.0504|2:0.0545|3:0.0506|4:0.0507|5:0.0511|6:0.0507|7:0.6416
24,math_geometry_2015,math-geometry-2015.js,drag-drop,Select the measures that could be the three side lengths of a right triangle.,4,0.7058253467134741,1.6999044589083738,0:0.0419|1:0.0419|2:0.0422|3:0.0419|4:0.7058|5:0.0421|6:0.0420|7:0.0420
25,math_geometry_2015,math-geometry-2015.js,multiple-choice,Given: △LMN and △PQR are isosceles What m∠P could be used to prove △LMN ≅ △PQR?,4,0.657546957927336,1.888523348293004,0:0.0487|1:0.0487|2:0.0496|3:0.0487|4:0.6575|5:0.0491|6:0.0488|7:0.0488
26,math_geometry_2015,math-geometry-2015.js,drag-drop,Given: △RST RS = 14 in. ST = 10 in. TR = 16 in. List the interior angles of △RST in order from smallest to largest.,4,0.6241802209054786,2.0096684171370605,0:0.0526|1:0.0526|2:0.0533|3:0.0526|4:0.6242|5:0.0589|6:0.0529|7:0.0530
27,math_geometry_2015,math-geometry-2015.js,multiple-choice,Triangle LMN is similar to triangle PQR. Which of the following sets of side lengths could be those of triangle LMN?,4,0.7998485580828142,1.2841164734051458,0:0.0284|1:0.0284|2:0.0285|3:0.0285|4:0.7998|5:0.0292|6:0.0286|7:0.0285
28,math_geometry_2015,math-geometry-2015.js,multiple-choice,A right triangle is shown. Which is closest to the value of x?,4,0.7442241365666418,1.4481538616832412,0:0.0242|1:0.0242|2:0.1105|3:0.0242|4:0.7442|5:0.0242|6:0.0242|7:0.0242
29,math_geometry_2015,math-geometry-2015.js,multiple-choice,"A convex polygon has only the vertices A, B, C, D, and E. What is the sum of the measures of the interior angles of this polygon?",4,0.5072997856120608,2.383028009072576,0:0.0702|1:0.0702|2:0.0702|3:0.0705|4:0.5073|5:0.0706|6:0.0706|7:0.0705
30,math_geometry_2015,math-geometry-2015.js,multiple-choice,Rectangle JKLM is shown. What is the value of x?,4,0.6128376479805288,1.8519867989667171,0:0.0323|1:0.0323|2:0.1930|3:0.0323|4:0.6128|5:0.0324|6:0.0326|7:0.0324
31,math_geometry_2015,math-geometry-2015.js,multiple-choice,Chords WP ― and KZ ― intersect at point L in the circle shown. What is the length of KZ ― ?,4,0.8261292530819816,1.1546001205107608,0:0.0248|1:0.0248|2:0.0248|3:0.0248|4:0.8261|5:0.0249|6:0.0248|7:0.0249
32,math_geometry_2015,math-geometry-2015.js,free-response,The height and radius of a cone are each multiplied by 3. What effect does this have on the volume of the cone? The volume of the cone is multiplied by ___,4,0.616926534163346,2.0356068811083485,0:0.0547|1:0.0547|2:0.0547|3:0.0547|4:0.6169|5:0.0547|6:0.0547|7:0.0548
