source_file,test_id,qid,type,clean_text,raw_text
math-algebra2-2015.js,math_algebra2_2015,20,multiple-choice,What is the solution set for the following system of equations? y = 4 x + 2 y = x 2 + x - 8,What is the solution set for the following system of equations?<br><br><math><mi>y</mi><mo>=</mo><mn>4</mn><mi>x</mi><mo>+</mo><mn>2</mn></math><br><math><mi>y</mi><mo>=</mo><msup><mi>x</mi><mn>2</mn></msup><mo>+</mo><mi>x</mi><mo>-</mo><mn>8</mn></math>
math-algebra2-2015.js,math_algebra2_2015,21,multiple-select,Identify all the points where the graph of h ( x ) = ( x + 1 ) ( x 2 + 8 x + 16 ) intersects the x-axis.,Identify all the points where the graph of <math><mi>h</mi><mo>(</mo><mi>x</mi><mo>)</mo><mo>=</mo><mo>(</mo><mi>x</mi><mo>+</mo><mn>1</mn><mo>)</mo><mo>(</mo><msup><mi>x</mi><mn>2</mn></msup><mo>+</mo><mn>8</mn><mi>x</mi><mo>+</mo><mn>16</mn><mo>)</mo></math> intersects the x-axis.
math-algebra2-2015.js,math_algebra2_2015,22,multiple-choice,The function f ( x ) = ( 1 - x ) 2 - 4 is decreasing throughout the interval —,The function <math><mi>f</mi><mo>(</mo><mi>x</mi><mo>)</mo><mo>=</mo><msup><mrow><mo>(</mo><mn>1</mn><mo>-</mo><mi>x</mi><mo>)</mo></mrow><mn>2</mn></msup><mo>-</mo><mn>4</mn></math> is decreasing throughout the interval —
math-algebra2-2015.js,math_algebra2_2015,23,multiple-choice,Given: f ( x ) = 4 x 4 - 15 and g ( x ) = 2 x + 11 What is the value of g ( f ( x ) ) ?,Given: <math><mi>f</mi><mo>(</mo><mi>x</mi><mo>)</mo><mo>=</mo><mn>4</mn><msup><mi>x</mi><mn>4</mn></msup><mo>-</mo><mn>15</mn></math> and <math><mi>g</mi><mo>(</mo><mi>x</mi><mo>)</mo><mo>=</mo><mn>2</mn><mi>x</mi><mo>+</mo><mn>11</mn></math><br><br>What is the value of <math><mi>g</mi><mo>(</mo><mi>f</mi><mo>(</mo><mi>x</mi><mo>)</mo><mo>)</mo></math>?
math-algebra2-2015.js,math_algebra2_2015,24,multiple-choice,A normally distributed data set has a mean of 0 and a standard deviation of 0.5. Which is closest to the percent of values between -1 and 1?,A normally distributed data set has a mean of 0 and a standard deviation of 0.5. Which is closest to the percent of values between -1 and 1?
math-algebra2-2015.js,math_algebra2_2015,25,point-select,Point A lies on the graph of f ( x ) = 1 2 x + 2 . Locate the image of Point A that lies on the graph of f - 1 ( x ) .,Point A lies on the graph of <math><mi>f</mi><mo>(</mo><mi>x</mi><mo>)</mo><mo>=</mo><mfrac><mn>1</mn><mn>2</mn></mfrac><mi>x</mi><mo>+</mo><mn>2</mn></math>. Locate the image of Point A that lies on the graph of <math><msup><mi>f</mi><mrow><mo>-</mo><mn>1</mn></mrow></msup><mo>(</mo><mi>x</mi><mo>)</mo></math>.
math-algebra2-2015.js,math_algebra2_2015,26,multiple-choice,Which equation best represents this graph?,"Which equation best represents this graph? <br><img src=""images/question_26.png"" class=""question-image"" alt=""Exponential decay graph"">"
math-algebra2-2015.js,math_algebra2_2015,27,multiple-choice,"If f ( x ) = x 2 + 3 x and g ( x ) = 2 x 2 , what is g ( f ( - 1 ) ) ?","If <math><mi>f</mi><mo>(</mo><mi>x</mi><mo>)</mo><mo>=</mo><msup><mi>x</mi><mn>2</mn></msup><mo>+</mo><mn>3</mn><mi>x</mi></math> and <math><mi>g</mi><mo>(</mo><mi>x</mi><mo>)</mo><mo>=</mo><mn>2</mn><msup><mi>x</mi><mn>2</mn></msup></math>, what is <math><mi>g</mi><mo>(</mo><mi>f</mi><mo>(</mo><mo>-</mo><mn>1</mn><mo>)</mo><mo>)</mo></math>?"
math-algebra2-2015.js,math_algebra2_2015,28,multiple-choice,"The volume of a cone (V) varies jointly with its height (h) and the square of its radius (r). If k is the constant of proportionality, which of the following equations represents the correct relationship between volume, radius, and height?","The volume of a cone (V) varies jointly with its height (h) and the square of its radius (r). If k is the constant of proportionality, which of the following equations represents the correct relationship between volume, radius, and height?"
math-algebra2-2015.js,math_algebra2_2015,29,multiple-choice,What is the equation of the horizontal asymptote of the graph of the following equation? f ( x ) = 4 ( x + 1 ) - 10,What is the equation of the horizontal asymptote of the graph of the following equation?<br><br><math><mi>f</mi><mo>(</mo><mi>x</mi><mo>)</mo><mo>=</mo><msup><mn>4</mn><mrow><mo>(</mo><mi>x</mi><mo>+</mo><mn>1</mn><mo>)</mo></mrow></msup><mo>-</mo><mn>10</mn></math>
math-algebra2-2015.js,math_algebra2_2015,30,multiple-choice,"As x approaches negative infinity, which of the following describes the end behavior of f ( x ) = - x 7 + b x 3 + c ?","As x approaches negative infinity, which of the following describes the end behavior of <math><mi>f</mi><mo>(</mo><mi>x</mi><mo>)</mo><mo>=</mo><mo>-</mo><msup><mi>x</mi><mn>7</mn></msup><mo>+</mo><mi>b</mi><msup><mi>x</mi><mn>3</mn></msup><mo>+</mo><mi>c</mi></math>?"
math-algebra2-2015.js,math_algebra2_2015,31,multiple-choice,"Jessica paid $23,000 for her car and kept a record of its value. Assuming the relationship is exponential, which equation best models the curve of best fit for the data?","Jessica paid $23,000 for her car and kept a record of its value.<br><img src=""images/question_31.png"" class=""question-image"" alt=""Exponential decay graph""><br>Assuming the relationship is exponential, which equation best models the curve of best fit for the data?"
math-algebra2-2015.js,math_algebra2_2015,32,multiple-choice,What is the sum of the infinite geometric series 9 - 6 + 4 - 8 3 + ... ?,What is the sum of the infinite geometric series <math><mn>9</mn><mo>-</mo><mn>6</mn><mo>+</mo><mn>4</mn><mo>-</mo><mfrac><mn>8</mn><mn>3</mn></mfrac><mo>+</mo><mo>...</mo></math>?
math-algebra2-2015.js,math_algebra2_2015,33,multiple-choice,Which number is a zero of f ( x ) = 7 x 2 + 16 x - 48 ?,Which number is a zero of <math><mi>f</mi><mo>(</mo><mi>x</mi><mo>)</mo><mo>=</mo><mn>7</mn><msup><mi>x</mi><mn>2</mn></msup><mo>+</mo><mn>16</mn><mi>x</mi><mo>-</mo><mn>48</mn></math>?
math-algebra2-2015.js,math_algebra2_2015,34,multiple-choice,Which function is the inverse of g ( x ) = x 3 + 11 ?,Which function is the inverse of <math><mi>g</mi><mo>(</mo><mi>x</mi><mo>)</mo><mo>=</mo><msup><mi>x</mi><mn>3</mn></msup><mo>+</mo><mn>11</mn></math>?
math-algebra2-2015.js,math_algebra2_2015,35,multiple-choice,What is the domain of g ( x ) = log ( x - 1 ) ?,What is the domain of <math><mi>g</mi><mo>(</mo><mi>x</mi><mo>)</mo><mo>=</mo><mo>log</mo><mo>(</mo><mi>x</mi><mo>-</mo><mn>1</mn><mo>)</mo></math>?
math-algebra2-2015.js,math_algebra2_2015,36,multiple-choice,"A scientist obtained a sample that contained 80 grams of radioactive Barium-122 that decays exponentially over time. The amount of Barium-122 that remained in the sample at observed times is shown in the table. If the radioactive decay continues at the same rate, which is closest to the amount of the sample of Barium-122 remaining at 5 minutes?","A scientist obtained a sample that contained 80 grams of radioactive Barium-122 that decays exponentially over time. The amount of Barium-122 that remained in the sample at observed times is shown in the table.<br><img src=""images/question_36.png"" class=""question-image"" alt=""Exponential decay graph""><br>If the radioactive decay continues at the same rate, which is closest to the amount of the sample of Barium-122 remaining at 5 minutes?"
math-algebra2-2015.js,math_algebra2_2015,37,multiple-choice,"What is the sum of the first 20 terms of the arithmetic sequence shown? 1 3 , 2 3 , 1 , 4 3 , 5 3 , ...","What is the sum of the first 20 terms of the arithmetic sequence shown?<br><br><math><mfrac><mn>1</mn><mn>3</mn></mfrac><mo>,</mo><mfrac><mn>2</mn><mn>3</mn></mfrac><mo>,</mo><mn>1</mn><mo>,</mo><mfrac><mn>4</mn><mn>3</mn></mfrac><mo>,</mo><mfrac><mn>5</mn><mn>3</mn></mfrac><mo>,</mo><mo>...</mo></math>"
math-algebra2-2015.js,math_algebra2_2015,38,free-response,What is the number of possible permutations of 8 objects taken 3 at a time?,What is the number of possible permutations of 8 objects taken 3 at a time?
math-algebra2-practice-2023.js,math_algebra2_practice_2023,1,multiple-choice,Which expression is equivalent to the one shown if the denominators do not equal zero? 2 x x 2 - 49 - 3 ( x - 4 ) ( x - 7 ),Which expression is equivalent to the one shown if the denominators do not equal zero?<br><center><math><mfrac><mrow><mn>2</mn><mi>x</mi></mrow><mrow><msup><mi>x</mi><mn>2</mn></msup><mo>-</mo><mn>49</mn></mrow></mfrac><mo>-</mo><mfrac><mn>3</mn><mrow><mo>(</mo><mi>x</mi><mo>-</mo><mn>4</mn><mo>)</mo><mo>(</mo><mi>x</mi><mo>-</mo><mn>7</mn><mo>)</mo></mrow></mfrac></math></center>
math-algebra2-practice-2023.js,math_algebra2_practice_2023,2,multiple-choice,Which expression is equivalent to the one shown if no denominators equal zero? - 13 + d 42 d 3 13 - d 6 d 9,Which expression is equivalent to the one shown if no denominators equal zero?<br><math><mfrac><mfrac><mrow><mo>-</mo><mn>13</mn><mo>+</mo><mi>d</mi></mrow><mrow><mn>42</mn><msup><mi>d</mi><mn>3</mn></msup></mrow></mfrac><mfrac><mrow><mn>13</mn><mo>-</mo><mi>d</mi></mrow><mrow><mn>6</mn><msup><mi>d</mi><mn>9</mn></msup></mrow></mfrac></mfrac></math>
math-algebra2-practice-2023.js,math_algebra2_practice_2023,3,multiple-choice,Which expression is equivalent to 576 n 8 p 27 3 ?,Which expression is equivalent to <math><mroot><mrow><mn>576</mn><msup><mi>n</mi><mn>8</mn></msup><msup><mi>p</mi><mn>27</mn></msup></mrow><mn>3</mn></mroot></math>?
math-algebra2-practice-2023.js,math_algebra2_practice_2023,4,multiple-choice,Which is the factored form of 125 m 3 - 343,Which is the factored form of <math><mn>125</mn><msup><mi>m</mi><mn>3</mn></msup><mo>-</mo><mn>343</mn></math>
math-algebra2-practice-2023.js,math_algebra2_practice_2023,5,multiple-choice,What are the y-coordinates for the solutions to this system of equations? x 2 + 6 x + 3 y + 6 = 0 x + y + 20 = 0,What are the y-coordinates for the solutions to this system of equations?<br><math><msup><mi>x</mi><mn>2</mn></msup><mo>+</mo><mn>6</mn><mi>x</mi><mo>+</mo><mn>3</mn><mi>y</mi><mo>+</mo><mn>6</mn><mo>=</mo><mn>0</mn></math><br><math><mi>x</mi><mo>+</mo><mi>y</mi><mo>+</mo><mn>20</mn><mo>=</mo><mn>0</mn></math>
math-algebra2-practice-2023.js,math_algebra2_practice_2023,6,multiple-choice,What is the real solution set of -- x x - 4 - 4 3 = 4 x - 4,What is the real solution set of --<br><math><mfrac><mi>x</mi><mrow><mi>x</mi><mo>-</mo><mn>4</mn></mrow></mfrac><mo>-</mo><mfrac><mn>4</mn><mn>3</mn></mfrac><mo>=</mo><mfrac><mn>4</mn><mrow><mi>x</mi><mo>-</mo><mn>4</mn></mrow></mfrac></math>
math-algebra2-practice-2023.js,math_algebra2_practice_2023,7,multiple-choice,What is the solution set for this equation? 3 2 x - 4 + 6 = 3,What is the solution set for this equation?<br><center><math><mn>3</mn><msqrt><mn>2</mn><mi>x</mi><mo>-</mo><mn>4</mn></msqrt><mo>+</mo><mn>6</mn><mo>=</mo><mn>3</mn></math></center>
math-algebra2-practice-2023.js,math_algebra2_practice_2023,8,multiple-choice,Which function is best represented by this graph?,"Which function is best represented by this graph?<br><img src=""images/8.png"" class=""question-image"" alt=""Image failed to load. Please try again later.""></img>"
math-algebra2-practice-2023.js,math_algebra2_practice_2023,9,multiple-choice,Which graph could represent a function g(x) = log(x) + c where c < 0?,Which graph could represent a function g(x) = log(x) + c where c < 0?
math-algebra2-practice-2023.js,math_algebra2_practice_2023,10,multiple-choice,"An experiment is conducted on a container of gas that is kept at a constant temperature. • When the pressure on the gas is 30 pounds per square inch, the volume is 120 cubic inches. • When the pressure on the gas is 40 pounds per square inch, the volume is 90 cubic inches. • Let p represent the pressure on the gas. • Let v represent the volume of the gas. Which statement is true about this relationship?","An experiment is conducted on a container of gas that is kept at a constant temperature.<br>• When the pressure on the gas is 30 pounds per square inch, the volume is 120 cubic inches.<br>• When the pressure on the gas is 40 pounds per square inch, the volume is 90 cubic inches.<br>• Let p represent the pressure on the gas.<br>• Let v represent the volume of the gas.<br>Which statement is true about this relationship?"
math-algebra2-practice-2023.js,math_algebra2_practice_2023,11,multiple-choice,A relation is shown in this table. Which statement about this relation is true?,"A relation is shown in this table.<br><img src=""images/11.png"" class=""question-image"" alt=""Image failed to load. Please try again later.""></img><br>Which statement about this relation is true?"
math-algebra2-practice-2023.js,math_algebra2_practice_2023,12,multiple-choice,The graph of g ( x ) = x + 1 x has —,The graph of <math><mi>g</mi><mo>(</mo><mi>x</mi><mo>)</mo><mo>=</mo><mfrac><mrow><mi>x</mi><mo>+</mo><mn>1</mn></mrow><mi>x</mi></mfrac></math> has —
math-algebra2-practice-2023.js,math_algebra2_practice_2023,13,multiple-choice,The graph of a function is shown on the grid. What appears to be the domain of this function?,"The graph of a function is shown on the grid.<br><img src=""images/13.png"" class=""question-image"" alt=""Image failed to load. Please try again later.""></img><br>What appears to be the domain of this function?"
math-algebra2-practice-2023.js,math_algebra2_practice_2023,14,multiple-choice,Throughout which interval is f ( x ) = - x 3 + 2 x 2 + 4 x - 2 increasing?,Throughout which interval is <math><mi>f</mi><mo>(</mo><mi>x</mi><mo>)</mo><mo>=</mo><mo>-</mo><msup><mi>x</mi><mn>3</mn></msup><mo>+</mo><mn>2</mn><msup><mi>x</mi><mn>2</mn></msup><mo>+</mo><mn>4</mn><mi>x</mi><mo>-</mo><mn>2</mn></math> increasing?
math-algebra2-practice-2023.js,math_algebra2_practice_2023,15,multiple-choice,Which of the following describes the end behavior of h ( x ) = x - 6 x 2 as x approaches negative infinity?,Which of the following describes the end behavior of <math><mi>h</mi><mo>(</mo><mi>x</mi><mo>)</mo><mo>=</mo><mfrac><mrow><mi>x</mi><mo>-</mo><mn>6</mn></mrow><msup><mi>x</mi><mn>2</mn></msup></mfrac></math> as x approaches negative infinity?
math-algebra2-practice-2023.js,math_algebra2_practice_2023,16,multiple-choice,Which of the following describes the end behavior of f ( x ) = 9 log ( 2x 5 ) + 5 as x approaches 0?,Which of the following describes the end behavior of <math><mi>f</mi><mo>(</mo><mi>x</mi><mo>)</mo><mo>=</mo><mn>9</mn><mi>log</mi><mo>(</mo><mfrac><mi>2x</mi><mn>5</mn></mfrac><mo>)</mo><mo>+</mo><mn>5</mn></math> as x approaches 0?
math-algebra2-practice-2023.js,math_algebra2_practice_2023,17,multiple-choice,Given: f(x) = x − 1 g(x) = −2x + 4 Which graph best represents f(g(x))?,Given: f(x) = x − 1<br>g(x) = −2x + 4<br>Which graph best represents f(g(x))?
math-algebra2-practice-2023.js,math_algebra2_practice_2023,18,multiple-choice,"The test scores of all students on the State 10th Grade English Assessment were collected and displayed in the histogram shown. The data appear normally distributed with a mean test score of 550 and a standard deviation of 82. The principal of a high school in the state wants to compare the data from her school's students with the data in the histogram on the same test. To collect the most appropriate data, the principal should —","The test scores of all students on the State 10th Grade English Assessment were collected and displayed in the histogram shown. The data appear normally distributed with a mean test score of 550 and a standard deviation of 82.<br><img src=""images/18-19.png"" class=""question-image"" alt=""Image failed to load. Please try again later.""></img><br>The principal of a high school in the state wants to compare the data from her school's students with the data in the histogram on the same test. To collect the most appropriate data, the principal should —"
math-algebra2-practice-2023.js,math_algebra2_practice_2023,19,multiple-choice,The test scores of all students on the State 10th Grade English Assessment were collected and displayed in the histogram shown. The data appear normally distributed with a mean test score of 550 and a standard deviation of 82. The data set containing the test scores on the State 10th Grade English Assessment for Mr. Carter's English classes has a median test score lower than the median for all students. Which graph best represents the data for Mr. Carter's English classes?,"The test scores of all students on the State 10th Grade English Assessment were collected and displayed in the histogram shown. The data appear normally distributed with a mean test score of 550 and a standard deviation of 82.<br><img src=""images/18-19.png"" class=""question-image"" alt=""Image failed to load. Please try again later.""></img><br>The data set containing the test scores on the State 10th Grade English Assessment for Mr. Carter's English classes has a median test score lower than the median for all students. Which graph best represents the data for Mr. Carter's English classes?"
math-algebra2-practice-2023.js,math_algebra2_practice_2023,20,multiple-choice,A normally distributed set of 968 values has a mean of 108 and a standard deviation of 11. Which is closest to the number of values expected to be above 130?,A normally distributed set of 968 values has a mean of 108 and a standard deviation of 11. Which is closest to the number of values expected to be above 130?
math-algebra2-practice-2023.js,math_algebra2_practice_2023,21,multiple-choice,This table shows data on the amount of money raised during a fundraiser for four different classes and for one student in each class. The data is normally distributed. Which of the four students raised the greatest amount of money?,"This table shows data on the amount of money raised during a fundraiser for four different classes and for one student in each class. The data is normally distributed.<br><img src=""images/21.png"" class=""question-image"" alt=""Image failed to load. Please try again later.""></img><br>Which of the four students raised the greatest amount of money?"
math-algebra2-practice-2023.js,math_algebra2_practice_2023,22,multiple-choice,"The amount of lost revenue from tickets not sold for a concert is shown in the table. Which equation best models the relationship between y, the amount of lost revenue, and x, the price per ticket?","The amount of lost revenue from tickets not sold for a concert is shown in the table.<br><img src=""images/22.png"" class=""question-image"" alt=""Image failed to load. Please try again later.""></img><br>Which equation best models the relationship between y, the amount of lost revenue, and x, the price per ticket?"
math-geometry-2014.js,math_geometry_2014,1,multiple-choice,"Let p represent ""Two angles are vertical angles."" Let q represent ""The angles are congruent."" What is the symbolic representation of the following statement? If two angles are congruent, then the angles are vertical angles.","Let p represent ""Two angles are vertical angles.""<br>Let q represent ""The angles are congruent.""<br><br>What is the symbolic representation of the following statement?<br><br><i>If two angles are congruent, then the angles are vertical angles.</i>"
math-geometry-2014.js,math_geometry_2014,2,multiple-choice,Beth is drawing the perpendicular bisector of S T ¯ . Which point is on the perpendicular bisector of S T ¯ ?,"Beth is drawing the perpendicular bisector of <math><mover><mrow><mi>S</mi><mi>T</mi></mrow><mo>¯</mo></mover></math>.<br><br><img src=""images/question_2.png"" class=""question-image"" alt=""Line segment ST with points W, X, Y, Z around it""><br><br>Which point is on the perpendicular bisector of <math><mover><mrow><mi>S</mi><mi>T</mi></mrow><mo>¯</mo></mover></math>?"
math-geometry-2014.js,math_geometry_2014,3,multiple-choice,"In this figure, parallel lines a and b are intersected by line c. Which pair of angles is NOT supplementary?","In this figure, parallel lines a and b are intersected by line c.<br><br><img src=""images/question_3.png"" class=""question-image"" alt=""Two parallel lines intersected by a transversal with angles labeled""><br><br>Which pair of angles is NOT supplementary?"
math-geometry-2014.js,math_geometry_2014,4,multiple-choice,What type of construction is illustrated in the figure?,"What type of construction is illustrated in the figure?<br><br><img src=""images/question_4.png"" class=""question-image"" alt=""Construction diagram showing angle and segment""><br>"
math-geometry-2014.js,math_geometry_2014,5,multiple-choice,"Which value for x is a counterexample to the following statement? For all positive values of x, x 3 ≥ x.","Which value for x is a counterexample to the following statement?<br><center>For all positive values of x, <math><msup><mi>x</mi><mn>3</mn></msup></math> ≥ x.</center>"
math-geometry-2014.js,math_geometry_2014,6,multiple-choice,An angle congruent to angle A is being constructed. Which ray could be drawn to construct an angle congruent to ∠A?,"An angle congruent to angle A is being constructed.<br><br><img src=""images/question_6.png"" class=""question-image"" alt=""Angle construction diagram""><br><br>Which ray could be drawn to construct an angle congruent to ∠A?"
math-geometry-2014.js,math_geometry_2014,7,multiple-choice,Which diagram shows a pair of angle measures that prove lines a and b are parallel?,Which diagram shows a pair of angle measures that prove lines a and b are parallel?
math-geometry-2014.js,math_geometry_2014,8,multiple-choice,"Which is a valid conclusion that can be drawn from these statements? If a quadrilateral is a rhombus, then it is a parallelogram. If a quadrilateral is a parallelogram, then its opposite angles are congruent.","Which is a valid conclusion that can be drawn from these statements?<br><br><i>If a quadrilateral is a rhombus, then it is a parallelogram.<br>If a quadrilateral is a parallelogram, then its opposite angles are congruent.</i>"
math-geometry-2014.js,math_geometry_2014,9,multiple-choice,"This figure shows parallel stair railings through points M, N, P, and Q. What is the value of x?","This figure shows parallel stair railings through points M, N, P, and Q.<br><br><img src=""images/question_9.png"" class=""question-image""><br><br>What is the value of x?"
math-geometry-2014.js,math_geometry_2014,10,multiple-choice,"Given: S(-1, 8) and T(7, -9) What is the length of S T ¯ ?","Given: S(-1, 8) and T(7, -9)<br><br><img src=""images/question_10.png"" class=""question-image"" alt=""Coordinate grid showing line ST""><br><br>What is the length of <math><mover><mrow><mi>S</mi><mi>T</mi></mrow><mo>¯</mo></mover></math>?"
math-geometry-2014.js,math_geometry_2014,6,multiple-choice,The perimeter of △JKL is 200 centimeters. • JK = 68 centimeters • KL = 62 centimeters Which statement is true about the interior angles of △JKL?,The perimeter of △JKL is 200 centimeters.<br>• JK = 68 centimeters<br>• KL = 62 centimeters<br><br>Which statement is true about the interior angles of △JKL?
math-geometry-2014.js,math_geometry_2014,12,multiple-choice,Which best describes the construction in the diagram shown?,"Which best describes the construction in the diagram shown?<br><br><img src=""images/question_12.png"" class=""question-image"" alt=""Construction showing perpendicular lines"">"
math-geometry-2014.js,math_geometry_2014,13,multiple-choice,"Which is the inverse of the following statement? If the measure of an angle is 90°, then it is a right angle.","Which is the inverse of the following statement?<br><br><i>If the measure of an angle is 90°, then it is a right angle.</i>"
math-geometry-2014.js,math_geometry_2014,14,multiple-choice,"If TUVW is reflected across the line y = x, what are the coordinates of V′?","If TUVW is reflected across the line y = x, what are the coordinates of V′?<br><br><img src=""images/question_14.png"" class=""question-image"" alt=""Quadrilateral TUVW on coordinate plane"">"
math-geometry-2014.js,math_geometry_2014,15,free-response,Lines r and s are cut by a transversal. What value of x proves that r ∥ s?,"Lines r and s are cut by a transversal.<br><br><img src=""images/question_15.png"" class=""question-image"" alt=""Two lines cut by transversal with angles marked""><br><br>What value of x proves that r ∥ s?"
math-geometry-2014.js,math_geometry_2014,16,multiple-choice,"Given: P(5, 7) and T(-3, 3) What is the slope of P T → ?","Given: P(5, 7) and T(-3, 3)<br><br>What is the slope of <math><mover><mrow><mi>P</mi><mi>T</mi></mrow><mo>→</mo></mover></math>?"
math-geometry-2014.js,math_geometry_2014,17,multiple-choice,For which polygon are both x = -1 and y = -2 lines of symmetry?,For which polygon are both x = -1 and y = -2 lines of symmetry?
math-geometry-2014.js,math_geometry_2014,18,multiple-choice,"The figure represents a ramp with handrails. Segments AB and DE are parallel to GH. Segments BC and EF are parallel to HJ. Segments AG and BH are parallel to CJ. If m∠JCB = 115°, what is m∠CBA?","The figure represents a ramp with handrails. Segments AB and DE are parallel to GH. Segments BC and EF are parallel to HJ. Segments AG and BH are parallel to CJ.<br><br><img src=""images/question_18.png"" class=""question-image"" alt=""3D ramp diagram with labeled angles""><br>If m∠JCB = 115°, what is m∠CBA?"
math-geometry-2014.js,math_geometry_2014,19,multiple-choice,"Reuben attached a wire between two poles on a hill as shown. Which is closest to x, the distance between the two poles?","Reuben attached a wire between two poles on a hill as shown.<br><br><img src=""images/question_19.png"" class=""question-image"" alt=""Wire between poles forming triangle with 80 ft hypotenuse and 20° angle""><br><br>Which is closest to x, the distance between the two poles?"
math-geometry-2014.js,math_geometry_2014,20,multiple-choice,"Triangles ABE, ADE, and CBE are shown on the coordinate grid, and all the vertices have coordinates that are integers. Which statement is true?","Triangles ABE, ADE, and CBE are shown on the coordinate grid, and all the vertices have coordinates that are integers.<br><br><img src=""images/question_20.png"" class=""question-image"" alt=""Three triangles on coordinate grid""><br><br>Which statement is true?"
math-geometry-2014.js,math_geometry_2014,21,drag-drop,"The lengths of two sides of a triangle are 24 inches and 43 inches. What is the range of possible lengths, in inches, for the third side, x, of this triangle? ___ < x < ___","The lengths of two sides of a triangle are 24 inches and 43 inches. What is the range of possible lengths, in inches, for the third side, x, of this triangle?<br><br>___ < x < ___"
math-geometry-2014.js,math_geometry_2014,22,multiple-choice,Which of the following sets of lengths can represent the measures of the sides of a right triangle?,Which of the following sets of lengths can represent the measures of the sides of a right triangle?
math-geometry-2014.js,math_geometry_2014,23,multiple-choice,"Given the measures shown in the diagram, which two triangles are congruent?","Given the measures shown in the diagram, which two triangles are congruent?<br><br><img src=""images/question_23.png"" class=""question-image"" alt=""Four triangles with angle and side measurements"">"
math-geometry-2014.js,math_geometry_2014,24,multiple-choice,"Part of a marching band formed a triangle made with trumpet players on one side, clarinet players on one side, and flute players on the third side. • The angle formed by the trumpet and flute players measured 45°. • The angle formed by the flute and clarinet players measured 68°. Which orders the sides of this triangle from least to greatest using the instrument names?","Part of a marching band formed a triangle made with trumpet players on one side, clarinet players on one side, and flute players on the third side.<br><br>• The angle formed by the trumpet and flute players measured 45°.<br>• The angle formed by the flute and clarinet players measured 68°.<br><br>Which orders the sides of this triangle from least to greatest using the instrument names?"
math-geometry-2014.js,math_geometry_2014,25,multiple-choice,"An equilateral triangle is folded in half. What is x, the height of the equilateral triangle?","An equilateral triangle is folded in half.<br><br><img src=""images/question_25.png"" class=""question-image"" alt=""Equilateral triangle with 14 cm base folded in half""><br><br>What is x, the height of the equilateral triangle?"
math-geometry-2014.js,math_geometry_2014,26,multiple-choice,Look at this triangle. Which triangle is similar to the given triangle?,"Look at this triangle.<br><br><img src=""images/question_26.png"" class=""question-image"" alt=""Triangle with sides 4 cm, 5.5 cm, 5.5 cm""><br><br>Which triangle is similar to the given triangle?"
math-geometry-2014.js,math_geometry_2014,27,drag-drop,Given: Figure ABCD with diagonal AC AB ≅ DC; BC ≅ AD Complete the proof of △ABC ≅ △CDA by selecting reasons for the two statements.,"Given: Figure ABCD with diagonal AC<br>AB ≅ DC; BC ≅ AD<br><br>Complete the proof of △ABC ≅ △CDA by selecting reasons for the two statements.<br><br><img src=""images/question_27.png"" class=""question-image"" alt=""Image failed to load. Please try again later.""><br><br>"
math-geometry-2014.js,math_geometry_2014,28,multiple-choice,A spectator is viewing the six cars of a roller coaster as it travels down a hill at an amusement park. Which is closest to the total length of the six cars?,"A spectator is viewing the six cars of a roller coaster as it travels down a hill at an amusement park.<br><br><img src=""images/question_28.png"" class=""question-image"" alt=""Roller coaster at 38° angle, 20 ft horizontal""><br><br>Which is closest to the total length of the six cars?"
math-geometry-2014.js,math_geometry_2014,29,multiple-choice,Three triangles that do not overlap are shown on the coordinate grid. The coordinates of all vertices are integers. Which statement is true?,"Three triangles that do not overlap are shown on the coordinate grid. The coordinates of all vertices are integers.<br><br><img src=""images/question_29.png"" class=""question-image"" alt=""Three triangles ABD, CBD, and ABE on coordinate grid""><br><br>Which statement is true?"
math-geometry-2014.js,math_geometry_2014,30,multiple-choice,"Using the information given, which congruence postulate or theorem can be used to prove that △PQR ≅ △TSR?","Using the information given, which congruence postulate or theorem can be used to prove that △PQR ≅ △TSR?<br><br><img src=""images/question_30.png"" class=""question-image"" alt=""Two triangles with marked congruent parts"">"
math-geometry-2014.js,math_geometry_2014,31,multiple-choice,Which could be the lengths of three sides of a triangle?,Which could be the lengths of three sides of a triangle?
math-geometry-2014.js,math_geometry_2014,32,multiple-choice,Given: Q lies on P R ¯ and S lies on R T ¯ Which condition proves △PRT ~ △QRS?,"Given: Q lies on <math><mover><mrow><mi>P</mi><mi>R</mi></mrow><mo>¯</mo></mover></math> and S lies on <math><mover><mrow><mi>R</mi><mi>T</mi></mrow><mo>¯</mo></mover></math><br><br><img src=""images/question_32.png"" class=""question-image"" alt=""Triangle with points Q and S""><br><br>Which condition proves △PRT ~ △QRS?"
math-geometry-2014.js,math_geometry_2014,33,free-response,Given: Parallelogram QRST where QR = 6x - 5 and RS = 4x + 13 What value of x proves this parallelogram is a rhombus?,"Given: Parallelogram QRST where QR = 6x - 5 and RS = 4x + 13<br><br><img src=""images/question_33.png"" class=""question-image"" alt=""Parallelogram QRST""><br><br>What value of x proves this parallelogram is a rhombus?"
